Timestamp,Rank,Player name,Guess rate,Usefulness,erigs,0/8s,7/8s,avg/8,# 3/8s or below,OP guess rate,ED guess rate,IN guess rate,Lives taken,Lives saved,Total hit,Total songs,WIN,LOSE,TIE
2026-03-01 22:02:42,3,Tvaz,26.718,2.385,0,6,0,5.543,1,75,15,23.232,0,0,35,131,5,1,0
2026-03-01 22:02:42,5,Loomi,25.984,3.473,1,12,0,5.152,7,50,35.294,23.077,1,3,33,127,2,3,1
2026-03-01 22:02:42,3,Luna,24.806,2.768,0,16,0,5.25,5,50,16.667,23.232,0,2,32,129,0,6,0
2026-03-01 22:02:42,6,FeyFey,24.444,1.831,0,6,2,6.121,4,16.667,21.053,25.455,1,0,33,135,4,1,1
2026-03-01 22:02:42,5,qwecocacola,17.829,2.289,0,16,0,5.217,7,41.667,22.222,14.141,1,0,23,129,0,6,0
2026-03-01 22:02:42,6,JustAWeirdo,17.054,2.383,1,16,1,5.182,5,25,11.111,17.172,2,1,22,129,0,6,0
2026-03-01 22:02:42,3,Aleksandy,12.598,1.406,1,12,3,5.562,1,0,11.765,13.462,1,0,16,127,2,3,1
,,,,,,,,,,,,,,,,,,,
2026-03-04 16:58:54,17,Yokipi,84.404,17.901,11,4,0,3.207,58,78.571,76.923,86.585,23,18,92,109,5,1,0
2026-03-04 16:58:54,17,Chata,78.205,15.831,12,8,0,3.23,71,84.615,78.261,77.5,19,46,122,156,3,3,0
2026-03-04 16:58:54,12,thjalago,60.784,10.859,7,19,1,3.419,53,81.25,52.174,59.649,10,30,93,153,2,4,0
2026-03-04 16:58:54,9,NMapper,59.633,8.835,2,4,0,3.754,32,78.571,69.231,54.878,12,6,65,109,5,1,0
2026-03-04 16:58:54,13,atsui,57.258,9.828,3,15,2,3.451,39,81.818,34.783,60,6,21,71,124,2,4,0
2026-03-04 16:58:54,6,Luna,41.026,5.273,1,8,3,3.906,25,61.538,43.478,38.333,7,9,64,156,3,3,0
2026-03-04 16:58:54,11,neoburnz,39.516,4.66,0,15,1,3.959,20,72.727,39.13,35.556,3,6,49,124,2,4,0
2026-03-04 16:58:54,9,moosepi,37.255,4.4,1,19,5,3.982,20,43.75,30.435,37.719,3,11,57,153,2,4,0
2026-03-04 16:58:54,3,Tvaz,26.606,2.015,0,4,4,4.655,7,57.143,15.385,23.171,3,0,29,109,5,1,0
2026-03-04 16:58:54,3,Aleksandy,25.806,2.7,1,15,4,4.219,9,45.455,26.087,23.333,4,2,32,124,2,4,0
2026-03-04 16:58:54,6,FeyFey,24.837,2.294,0,19,4,4.342,11,50,17.391,22.807,2,3,38,153,2,4,0
2026-03-04 16:58:54,4,ElJuanchi,22.436,1.662,0,8,4,4.6,6,30.769,34.783,19.167,2,2,35,156,3,3,0
,,,,,,,,,,,,,,,,,,,
2026-03-15 21:42:29,17,Chata,82.418,18.076,3,3,0,4.933,13,80,75,83.562,4,7,75,91,1,1,1
2026-03-15 21:42:29,18,Yokipi,78.022,16.093,1,3,0,5.028,11,70,62.5,80.822,3,9,71,91,1,1,1
2026-03-15 21:42:29,19,PoolNoodle,70.33,13.483,1,3,0,5.156,10,100,62.5,67.123,3,6,64,91,1,1,1
2026-03-15 21:42:29,17,labranche,69.231,11.403,0,3,0,5.286,6,80,62.5,68.493,1,2,63,91,1,1,1
2026-03-15 21:42:29,11,NMapper,49.451,8.72,1,3,0,5.422,7,80,62.5,43.836,2,3,45,91,1,1,1
2026-03-15 21:42:29,7,Luna,37.363,5.108,0,3,1,5.735,3,50,50,34.247,0,4,34,91,1,1,1
2026-03-15 21:42:29,6,ac9123,26.374,2.436,0,3,3,6.208,0,30,25,26.027,0,1,24,91,1,1,1
2026-03-15 21:42:29,6,Tvaz,25.275,1.62,0,3,4,6.565,0,60,25,20.548,0,0,23,91,1,1,1
,,,,,,,,,,,,,,,,,,,
2026-03-25 19:01:15,20,beanman87,90.541,0,15,3,0,3.127,91,93.333,73.333,92.373,18,60,134,148,1,5,0
2026-03-25 19:01:15,19,Yokipi,86.096,0,12,8,0,3.385,90,95,80.952,85.616,15,61,161,187,2,2,2
2026-03-25 19:01:15,17,Chata,76.923,0,4,5,0,3.5,61,91.667,80,75.194,9,37,120,156,4,1,1
2026-03-25 19:01:15,17,labranche,73.759,0,5,6,0,3.317,62,100,63.158,72.477,8,39,104,141,3,2,1
2026-03-25 19:01:15,11,NMapper,53.205,0,1,5,1,3.976,28,91.667,53.333,49.612,4,7,83,156,4,1,1
2026-03-25 19:01:15,12,watashiii,41.844,0,3,6,0,4.051,22,84.615,47.368,35.78,5,3,59,141,3,2,1
2026-03-25 19:01:15,9,Luna,37.968,0,1,8,9,4.211,22,55,19.048,38.356,4,5,71,187,2,2,2
2026-03-25 19:01:15,8,MintyDude,32.432,0,0,3,2,4.292,16,53.333,26.667,30.508,2,0,48,148,1,5,0
2026-03-25 19:01:15,6,Tvaz,28.342,0,0,8,5,4.83,6,80,19.048,22.603,0,0,53,187,2,2,2
2026-03-25 19:01:15,5,qwecocacola,27.66,0,2,6,6,4.179,12,38.462,15.789,28.44,4,3,39,141,3,2,1
2026-03-25 19:01:15,6,Janoxx,24.359,0,1,5,5,4.526,7,50,26.667,21.705,3,2,38,156,4,1,1
2026-03-25 19:01:15,5,Aleksandy,18.919,0,0,3,7,4.714,6,20,20,18.644,1,1,28,148,1,5,0
,,,,,,,,,,,,,,,,,,,
2026-04-16 16:42:03,20,beanman87,96.154,34.347,7,0,0,3.52,26,100,85.714,97.436,7,21,50,52,0,3,0
2026-04-16 16:42:03,19,Chata,76.923,20.725,1,0,0,4.025,16,66.667,85.714,76.923,2,7,40,52,3,0,0
2026-04-16 16:42:03,12,NMapper,63.462,14.458,0,0,0,4.333,11,83.333,57.143,61.538,1,3,33,52,3,0,0
2026-04-16 16:42:03,9,Luna,25,3.089,0,0,0,5.385,0,16.667,14.286,28.205,0,0,13,52,0,3,0
2026-04-16 16:42:03,6,Tvaz,25,3.604,0,0,0,5.385,2,50,42.857,17.949,0,1,13,52,3,0,0
2026-04-16 16:42:03,7,KaoriMaeda,25,3.04,0,0,1,5.462,1,16.667,28.571,25.641,0,0,13,52,0,3,0
2026-04-16 16:42:03,6,Mayottatoki,21.154,2.494,0,0,1,5.545,1,33.333,28.571,17.949,0,0,11,52,3,0,0
2026-04-16 16:42:03,6,RyoutaVN,11.538,0.907,0,0,1,6.167,0,16.667,14.286,10.256,0,0,6,52,0,3,0
